vector,row,col
v,4456,1
I,V
4067.0,3.519542756645514e-17
4071.0,1.9635549632010242e-16
4075.0,-1.5717780347329237e-17
4076.0,-1.5717780347329237e-17
4077.0,2.1527148491100514e-17
4078.0,-7.243875887619317e-17
4081.0,-2.7925122027858485e-17
4082.0,-2.7925122027858485e-17
4083.0,2.034844923675859e-17
4085.0,8.718628563246671e-17
4093.0,5.80539500306129e-16
4096.0,-2.2670754520559297e-16
4098.0,1.606733051213495e-16
4100.0,-4.930380657631324e-32
4101.0,-1.0345572701851511e-16
4102.0,-6.752743458918491e-17
4105.0,0.20319128873049488
4109.0,2.9588336706301314e-18
4110.0,2.9588336706301314e-18
4111.0,-1.0465247819593966e-16
4113.0,-1.0345572701851509e-16
4117.0,-2.8316161995692115e-16
4118.0,2.1043413286282271e-16
4119.0,6.162975822039155e-33
4124.0,5.47733010918274e-17
4132.0,-1.2432666087743127e-16
4133.0,1.2432666087743125e-16
4144.0,-1.5124834132305068e-16
4154.0,-2.5191163672585045e-31
4156.0,1.0465247819593968e-16
4165.0,-9.493708312490826e-17
4174.0,-4.0077221163792557e-17
4181.0,4.8858901432013816e-17
4184.0,1.6102778250165893e-16
4191.0,4.881793597336903e-18
4195.0,-1.8488927466117464e-31
4201.0,2.7174032857962117e-16
4207.0,4.416007024952398e-16
4208.0,4.8446749662063343e-17
4210.0,-3.283604532181607e-16
4219.0,4.416007024952398e-16
4220.0,4.8446749662063343e-17
4229.0,-3.389636702121535e-31
4239.0,1.563929396505436e-16
4240.0,-3.342005584057932e-17
4242.0,-3.342005584057932e-17
4243.0,2.2155185270899653e-16
4244.0,-7.395570986446986e-32
4245.0,-3.0814879110195774e-31
4246.0,1.143125330711184e-16
4248.0,-4.930380657631324e-32
4249.0,-4.930380657631324e-32
4252.0,-4.0077221163792557e-17
4253.0,-4.0077221163792557e-17
4273.0,-2.465190328815662e-32
4282.0,-7.861830989911062e-17
4294.0,4.451642902228081e-18
4296.0,-4.6065486271035606e-17
4297.0,4.0077221163792557e-17
4307.0,-6.256029013093885e-17
4310.0,-6.603424008424348e-17
4311.0,4.534150904111859e-16
4312.0,-1.3206848016848696e-16
4314.0,4.9370763333567686e-17
4316.0,-7.233980255128443e-18
4317.0,-7.233980255128443e-18
4339.0,-1.8273529645088057e-17
4354.0,2.575656704092568e-16
4361.0,-0.8773604831846029
4362.0,0.8773604831846027
4372.0,0.7222812746300141
4379.0,-0.7222812746300141
4390.0,1.9789006044086187e-32
4401.0,3.1412103647830537e-17
4405.0,-4.440892098500626e-16
4406.0,8.196602589003213e-16
4407.0,-2.959608502355736e-16
4410.0,-1.4553666525937323e-17
4411.0,-4.213655143083108e-17
4415.0,1.9789006044086187e-32
4424.0,-5.759538419688251e-17
4428.0,1.0537866211663586e-18
4433.0,1.003362313621451e-16
4436.0,3.8531715728309356e-19
4437.0,-1.2826512842205615e-16
4439.0,-4.314861783685258e-18
4445.0,-1.1886578348732883e-16
4446.0,2.107573242332717e-18
4447.0,2.107573242332717e-18
4453.0,-3.5159675356851114e-17
4456.0,-3.5781263075805284e-17
